"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","9/978","38/18614",0.000120521322630436,0.00148716174188855,0.00104410391718923,"2034/10365/1958/3725/4690/9531/468/1388/4780",9
"GO:0090504","GO:0090504","epiboly","9/978","38/18614",0.000120521322630436,0.00148716174188855,0.00104410391718923,"1839/94/389/387/3678/977/3688/10979/6868",9
"GO:0014033","GO:0014033","neural crest cell differentiation","15/978","95/18614",0.000123015923942127,0.00151449377271478,0.00106329314163375,"8828/1910/8829/4208/56920/5595/10501/1947/182/3280/64218/998/65979/553115/10016",15
"GO:0010324","GO:0010324","membrane invagination","12/978","65/18614",0.000126215904464417,0.00154009680068283,0.00108126847077272,"2934/2624/4627/387/8724/9844/54874/998/5879/375/27243/948",12
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","12/978","65/18614",0.000126215904464417,0.00154009680068283,0.00108126847077272,"2934/5962/6711/9168/11078/29766/830/6709/7114/118/91663/136319",12
"GO:0036303","GO:0036303","lymph vessel morphogenesis","7/978","23/18614",0.000126232781890931,0.00154009680068283,0.00108126847077272,"161198/7075/94/659/54345/2324/5784",7
"GO:0051457","GO:0051457","maintenance of protein location in nucleus","7/978","23/18614",0.000126232781890931,0.00154009680068283,0.00108126847077272,"402/5371/6672/23568/3192/10210/6500",7
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","20/978","151/18614",0.000127864930187491,0.00155532337459662,0.00109195871718033,"2022/10252/2280/857/6935/7049/1601/5654/858/2200/6386/51742/7040/6868/3065/2734/8837/58533/3326/3303",20
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","16/978","106/18614",0.000128055053548106,0.00155532337459662,0.00109195871718033,"6615/9891/4487/1655/6446/9349/10614/5371/754/6224/1263/6135/6154/6125/3190/4609",16
"GO:0033157","GO:0033157","regulation of intracellular protein transport","26/978","224/18614",0.000128724375297091,0.00155995512524461,0.0010952105685821,"3429/8692/2040/3728/10411/975/2621/5784/54741/11142/65018/7531/4947/2534/51100/55754/1263/7323/7040/6672/54543/51024/4641/9531/948/6844",26
"GO:0016311","GO:0016311","dephosphorylation","35/978","342/18614",0.000130573514644871,0.00157498290287083,0.00110576124443949,"8611/2280/8613/5787/1003/23075/5797/2771/55917/801/4208/23371/1848/5784/9891/5799/5793/5782/10395/1843/9647/7529/23645/65018/5725/5520/7531/4690/3672/7040/84919/23261/8826/5518/3326",35
"GO:0042058","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","13/978","75/18614",0.000130836681981147,0.00157498290287083,0.00110576124443949,"1012/1839/5782/5899/6654/3092/3672/2537/6868/5898/58533/27246/7879",13
"GO:0050818","GO:0050818","regulation of coagulation","13/978","75/18614",0.000130836681981147,0.00157498290287083,0.00110576124443949,"947/7056/928/857/302/2149/5155/10544/5327/10019/4780/308/948",13
"GO:0098927","GO:0098927","vesicle-mediated transport between endosomal compartments","10/978","47/18614",0.000134053132474403,0.00160772864615085,0.00112875131866406,"5962/2013/5595/4478/1601/8724/51652/5868/23011/7879",10
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","11/978","56/18614",0.000134363958547681,0.00160772864615085,0.00112875131866406,"1655/5725/6434/3191/3192/10521/10284/3178/10921/10949/9939",11
"GO:0001894","GO:0001894","tissue homeostasis","29/978","263/18614",0.000134823973194419,0.00160772864615085,0.00112875131866406,"7122/5175/90952/9079/947/1003/25937/1901/2697/58494/2624/7082/7033/2149/1499/567/4851/10000/3688/71/7846/5166/3315/331/3845/6558/64332/3915/7879",29
"GO:0060249","GO:0060249","anatomical structure homeostasis","29/978","263/18614",0.000134823973194419,0.00160772864615085,0.00112875131866406,"7122/5175/90952/9079/947/1003/25937/1901/2697/58494/2624/7082/7033/2149/1499/567/4851/10000/3688/71/7846/5166/3315/331/3845/6558/64332/3915/7879",29
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","19/978","140/18614",0.000135040896067683,0.00160772864615085,0.00112875131866406,"8692/7078/857/8682/4487/3625/8743/1495/5371/6188/4690/4170/10955/9774/6135/6154/51024/4609/5518",19
"GO:0071248","GO:0071248","cellular response to metal ion","24/978","200/18614",0.000138158205421598,0.0016412346464228,0.00115227515278909,"358/351/4208/3726/2354/5595/2353/221184/25932/3625/567/2167/3727/3725/706/118/7846/4205/84557/1728/468/6558/4780/8826",24
"GO:0061314","GO:0061314","Notch signaling involved in heart development","5/978","11/18614",0.000140350662233469,0.00165999898977883,0.00116544919018507,"54567/6615/23462/4851/182",5
"GO:1905244","GO:1905244","regulation of modification of synaptic structure","5/978","11/18614",0.000140350662233469,0.00165999898977883,0.00116544919018507,"2043/388/387/10458/23191",5
"GO:0030509","GO:0030509","BMP signaling pathway","22/978","176/18614",0.000142857659404777,0.00168596937036095,0.00118368242960546,"2022/3791/1003/94/659/5595/4487/51232/1958/3625/7049/1655/4851/5654/3280/2200/11167/7323/7040/331/10984/23770",22
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","28/978","251/18614",0.00014340499035143,0.0016887496363776,0.00118563439391239,"7078/302/8531/7538/54922/6774/9637/2521/9349/65018/5371/706/7077/1982/6386/4170/1153/6135/6125/65110/51322/3192/51035/7812/170506/10949/3326/3183",28
"GO:0050821","GO:0050821","protein stabilization","25/978","213/18614",0.00014430048110372,0.0016956089070257,0.00119045013866363,"8613/92162/64321/1942/338328/11140/2043/4487/2776/1500/10211/9349/65018/60485/23673/3092/6135/2896/6125/23011/9531/57142/5201/3326/3303",25
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","12/978","66/18614",0.000146989583802662,0.00171974638328082,0.00120739653581679,"8751/11170/94/8322/6376/9448/81/387/4851/10395/182/285",12
"GO:0031100","GO:0031100","animal organ regeneration","12/978","66/18614",0.000146989583802662,0.00171974638328082,0.00120739653581679,"7048/1636/6387/595/2621/55959/7049/4851/4837/133/285/6430",12
"GO:0097242","GO:0097242","amyloid-beta clearance","9/978","39/18614",0.000149440995882909,0.0017446592127106,0.00122488729157203,"3643/8766/8301/5868/3949/3065/3459/9230/948",9
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","8/978","31/18614",0.000150800307396847,0.00174921898323066,0.00122808860729135,"7048/3791/4781/6935/1499/4000/9678/4609",8
"GO:0048873","GO:0048873","homeostasis of number of cells within a tissue","8/978","31/18614",0.000150800307396847,0.00174921898323066,0.00122808860729135,"2624/2149/4851/10000/7846/331/3845/64332",8
"GO:0097205","GO:0097205","renal filtration","8/978","31/18614",0.000150800307396847,0.00174921898323066,0.00122808860729135,"358/947/221395/2013/2149/2621/55959/5155",8
"GO:0097305","GO:0097305","response to alcohol","28/978","252/18614",0.000153449534218818,0.0017761455702208,0.00124699317843587,"7122/2/7048/8751/3490/3728/10365/2354/1636/595/1499/2353/3625/387/7049/6446/2782/1495/978/706/2534/687/57655/1728/6138/7040/4255/6155",28
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","15/978","97/18614",0.000156390469505866,0.00180632659555069,0.0012681826199634,"51162/54567/3572/2624/81619/3714/23555/23462/6774/4851/182/3280/4792/55333/102",15
"GO:0050803","GO:0050803","regulation of synapse structure or activity","27/978","240/18614",0.000162717204173876,0.00187540232980827,0.00131667919077315,"351/8828/1942/22899/4208/1499/2043/388/387/50807/51225/375790/64218/4739/2534/10458/3688/7846/998/102/22883/1072/23191/10611/7415/170506/1108",27
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","14/978","87/18614",0.000166726215695632,0.00191752847223618,0.00134625503924085,"358/857/80310/1499/2621/1026/5155/5371/3725/55845/2950/2355/6277/4609",14
"GO:0060538","GO:0060538","skeletal muscle organ development","22/978","178/18614",0.000168522266538418,0.00193407863948858,0.00135787455174688,"10791/857/8531/4208/2317/1499/2353/1958/387/1655/4851/858/10211/4637/5339/3164/7040/23764/3845/10521/7832/8837",22
"GO:0036120","GO:0036120","cellular response to platelet-derived growth factor stimulus","7/978","24/18614",0.000170172772679002,0.0019488919864739,0.0013682746805146,"80310/5962/5155/7525/2534/3065/8826",7
"GO:0034605","GO:0034605","cellular response to heat","12/978","67/18614",0.000170619700049698,0.00194988800668611,0.00136897396464481,"947/7531/51278/3281/4287/9531/7415/170506/3326/10049/10016/3303",12
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","13/978","77/18614",0.000172330053405826,0.00196528820905128,0.00137978611181219,"947/3643/857/9314/10365/706/1727/1728/23564/5879/80777/948/3326",13
"GO:0030595","GO:0030595","leukocyte chemotaxis","27/978","241/18614",0.000174305452508481,0.00198363999209757,0.00139267049958678,"2321/1901/4313/23075/6358/57509/1910/6387/5595/2621/6376/5155/57580/1843/3146/4739/301/5339/6347/3672/102/6868/5879/6558/2920/23521/51119",27
"GO:0051693","GO:0051693","actin filament capping","9/978","40/18614",0.000183925832289872,0.00208436450525991,0.00146338698978927,"2934/5962/6711/11078/29766/830/6709/118/136319",9
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","9/978","40/18614",0.000183925832289872,0.00208436450525991,0.00146338698978927,"3791/2624/7538/4851/3280/6654/4780/170506/10443",9
"GO:0048864","GO:0048864","stem cell development","14/978","88/18614",0.000188841712335788,0.00213560658814815,0.00149936294180684,"8828/1910/8829/56920/5595/10501/1947/182/3280/64218/998/65979/553115/10016",14
"GO:0035456","GO:0035456","response to interferon-beta","8/978","32/18614",0.000191881356580064,0.00216095906152642,0.00151716236201723,"10410/10581/3659/3428/684/5359/824/54739",8
"GO:0046685","GO:0046685","response to arsenic-containing substance","8/978","32/18614",0.000191881356580064,0.00216095906152642,0.00151716236201723,"1654/54407/2872/468/7415/3178/170506/90637",8
"GO:2001237","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","15/978","99/18614",0.000197352670904134,0.00220652377142685,0.00154915235392773,"3655/8829/8682/4000/85450/6376/3383/1654/1495/4170/2950/2537/8837/2017/3303",15
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","12/978","68/18614",0.000197418943612889,0.00220652377142685,0.00154915235392773,"10161/7052/23263/9289/2149/9448/4851/6654/2828/11214/5879/3845",12
"GO:2000401","GO:2000401","regulation of lymphocyte migration","12/978","68/18614",0.000197418943612889,0.00220652377142685,0.00154915235392773,"351/58494/4345/27/6387/4478/387/4739/1398/6347/102/6868",12
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","26/978","230/18614",0.000197556586513203,0.00220652377142685,0.00154915235392773,"641700/857/1942/2043/1601/11345/9349/1452/65018/5371/6386/25820/6613/1263/1454/6135/6125/4287/51322/51035/5706/7415/4780/3326/3303/90637",26
"GO:0009408","GO:0009408","response to heat","16/978","110/18614",0.000199226854508478,0.00221604080261279,0.0015558340545534,"947/3490/6387/3301/7531/51278/3281/4287/9531/7415/170506/3326/55466/10049/10016/3303",16
"GO:0045445","GO:0045445","myoblast differentiation","16/978","110/18614",0.000199226854508478,0.00221604080261279,0.0015558340545534,"2034/3399/4208/56262/1655/4851/23236/182/3688/3475/5339/677/6595/7040/10521/3486",16
"GO:0008347","GO:0008347","glial cell migration","11/978","59/18614",0.000218681426603961,0.00242248934133673,0.00170077708388788,"5787/928/9289/1499/2043/6376/706/6347/23224/6237/57142",11
"GO:1903053","GO:1903053","regulation of extracellular matrix organization","11/978","59/18614",0.000218681426603961,0.00242248934133673,0.00170077708388788,"7075/6624/4851/7132/28984/23187/3913/7040/4811/3915/8837",11
"GO:0002428","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","6/978","18/18614",0.000222796543111394,0.00245802214670962,0.00172572389379669,"3133/3107/567/3106/3105/3134",6
"GO:0043116","GO:0043116","negative regulation of vascular permeability","6/978","18/18614",0.000222796543111394,0.00245802214670962,0.00172572389379669,"7122/10266/5138/133/10979/9590",6
"GO:1901215","GO:1901215","negative regulation of neuron death","25/978","219/18614",0.000223343711160448,0.00245905057592713,0.00172644593158472,"947/3791/23129/4345/3572/8829/4208/595/2149/1499/6376/10763/387/65018/3725/6347/4929/135112/2896/3134/468/3845/6418/7832/58533",25
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","34/978","338/18614",0.000224443236031564,0.00245989853118231,0.00172704126252863,"8613/351/92162/25937/64321/857/83595/3487/2887/3728/1499/55959/30851/1958/2776/9686/1601/4851/8724/1500/83439/1654/23499/1452/83786/219771/27303/51185/1454/7040/331/3065/7415/5518",34
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","9/978","41/18614",0.0002247830483543,0.00245989853118231,0.00172704126252863,"402/65018/5371/706/6672/23568/3192/10210/6500",9
"GO:1990000","GO:1990000","amyloid fibril formation","9/978","41/18614",0.0002247830483543,0.00245989853118231,0.00172704126252863,"2280/351/2934/567/2521/3949/5201/3178/948",9
"GO:2000209","GO:2000209","regulation of anoikis","7/978","25/18614",0.000225699306492522,0.00246494585336692,0.00173058487766868,"857/8503/3678/4851/3688/5166/4170",7
"GO:0061614","GO:0061614","miRNA transcription","12/978","69/18614",0.000227724705601741,0.00248206183147813,0.00174260163367381,"4781/9314/2624/2353/1958/5155/1655/6774/2113/3725/7040/4609",12
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","27/978","245/18614",0.000228350093270973,0.00248388043222662,0.00174387843370963,"351/2122/7538/2324/5595/9448/23328/387/9344/23236/10044/4296/1843/3146/3276/4616/65018/1398/3301/6386/677/64853/2950/331/4609/10550/11342",27
"GO:0044650","GO:0044650","adhesion of symbiont to host cell","5/978","12/18614",0.000230198549606918,0.00248899310024086,0.00174746792673557,"975/2621/3625/3383/3326",5
"GO:0045602","GO:0045602","negative regulation of endothelial cell differentiation","5/978","12/18614",0.000230198549606918,0.00248899310024086,0.00174746792673557,"3397/4855/94/6935/182",5
"GO:0097084","GO:0097084","vascular associated smooth muscle cell development","5/978","12/18614",0.000230198549606918,0.00248899310024086,0.00174746792673557,"10266/2022/4851/3280/133",5
"GO:0007009","GO:0007009","plasma membrane organization","21/978","170/18614",0.000236559771133517,0.0025476029428037,0.0017886166225916,"7075/2934/928/857/302/6711/2013/6281/4627/50807/858/10211/51652/79026/10458/51100/54874/5359/5339/51510/27243",21
"GO:1903034","GO:1903034","regulation of response to wounding","21/978","170/18614",0.000236559771133517,0.0025476029428037,0.0017886166225916,"947/7056/928/857/9314/1839/302/2149/2043/5155/5327/10019/1398/3688/71/301/10979/2896/6558/4780/948",21
"GO:0106027","GO:0106027","neuron projection organization","14/978","90/18614",0.000240747557179225,0.00258246969026401,0.00181309580772497,"351/3643/1942/2043/51225/4739/2534/10458/998/1072/10611/375/2017/170506",14
"GO:0032868","GO:0032868","response to insulin","29/978","272/18614",0.000240750820303364,0.00258246969026401,0.00181309580772497,"3643/9021/2887/5872/2771/23371/5286/5595/2353/1958/3625/8503/8743/858/133/10458/4690/5166/6654/677/9564/6429/6464/23191/4641/64710/8837/6844/6430",29
"GO:0030947","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","8/978","33/18614",0.000241720172687858,0.00258774342974333,0.00181679838552368,"79812/79652/2887/8829/8322/3678/25865/10016",8
"GO:0120032","GO:0120032","regulation of plasma membrane bounded cell projection assembly","23/978","195/18614",0.000243581494573804,0.00260252654064358,0.00182717728619361,"5420/6624/857/5962/4651/8829/57489/51225/375790/10163/4134/10787/54874/5868/11135/23224/998/23580/55845/23191/5879/10097/5898",23
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","31/978","299/18614",0.000246171396608518,0.00262502058155185,0.00184296986313008,"8611/6397/857/10365/5547/81/387/1655/1601/6774/3146/10211/1654/3301/5371/9249/4792/1488/4929/27086/3164/57162/331/7533/3065/112398/57142/10521/81606/3303/2171",31
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","32/978","313/18614",0.000253840105591156,0.00270147711588859,0.00189664833316275,"8613/92162/25937/64321/857/83595/9314/3487/3728/1910/8322/1499/55959/1958/2776/1601/4851/1500/83439/1654/1452/83786/219771/27303/5868/4929/1454/7040/331/3065/4811/7415",32
"GO:0071709","GO:0071709","membrane assembly","11/978","60/18614",0.00025523656647568,0.00270368834730077,0.00189820079064887,"857/302/6711/2013/6281/858/10211/51652/8301/51510/27243",11
"GO:2000630","GO:2000630","positive regulation of miRNA metabolic process","11/978","60/18614",0.00025523656647568,0.00270368834730077,0.00189820079064887,"9314/2624/2353/1958/5155/6774/2113/3725/7040/4609/10984",11
"GO:0097061","GO:0097061","dendritic spine organization","13/978","80/18614",0.000255545215768505,0.00270368834730077,0.00189820079064887,"3643/1942/2043/51225/4739/2534/10458/998/1072/10611/375/2017/170506",13
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","23/978","196/18614",0.000262573180270926,0.00277262946886473,0.0019466028528139,"351/2122/2324/5595/9448/23328/9344/23236/4296/1843/3146/3276/4616/65018/1398/3301/6386/64853/2950/331/4609/10550/11342",23
"GO:0010591","GO:0010591","regulation of lamellipodium assembly","9/978","42/18614",0.000272896663418733,0.00287016493728012,0.00201508038405276,"6624/51225/10163/10787/998/55845/23191/5879/10097",9
"GO:0043392","GO:0043392","negative regulation of DNA binding","10/978","51/18614",0.000273399502978871,0.00287016493728012,0.00201508038405276,"3397/4487/23462/3428/3725/4792/7114/51773/6672/6717",10
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","10/978","51/18614",0.000273399502978871,0.00287016493728012,0.00201508038405276,"9314/2624/2353/1958/5155/6774/2113/3725/7040/4609",10
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","19/978","148/18614",0.000280996674689992,0.00294421467465317,0.00206706909427861,"2022/10252/2280/857/6935/7049/1601/5654/858/2200/6386/51742/7040/6868/3065/2734/58533/3326/3303",19
"GO:0060491","GO:0060491","regulation of cell projection assembly","23/978","197/18614",0.000282856858979926,0.00295798379361826,0.00207673609326249,"5420/6624/857/5962/4651/8829/57489/51225/375790/10163/4134/10787/54874/5868/11135/23224/998/23580/55845/23191/5879/10097/5898",23
"GO:0061448","GO:0061448","connective tissue development","29/978","275/18614",0.00028978028737173,0.00302104213154159,0.00212100798096825,"8692/7048/947/4781/4256/6781/80310/6615/94/659/6935/4208/5595/1499/55959/4487/1958/5155/4851/7704/8609/871/9462/25979/2828/7040/2734/8837/10865",29
"GO:0120193","GO:0120193","tight junction organization","13/978","81/18614",0.000290002198338864,0.00302104213154159,0.00212100798096825,"7122/10266/5175/90952/1003/6615/5872/7082/402/5583/71/5339/4641",13
"GO:0031349","GO:0031349","positive regulation of defense response","41/978","441/18614",0.000292546955941312,0.00303747634429102,0.00213254608433945,"8692/351/79812/3133/6397/857/3572/5138/4208/8547/1636/975/5595/4258/283131/6376/958/2167/7132/2113/3659/3428/3146/10211/1654/10614/2534/4792/5359/2828/837/81844/3949/57162/2896/3134/331/64332/57142/948/3303",41
"GO:0099173","GO:0099173","postsynapse organization","22/978","185/18614",0.000293317086758261,0.00303747634429102,0.00213254608433945,"3643/8828/1942/22899/8829/2043/50807/51225/10163/4739/1398/2534/10458/71/998/102/1072/10611/375/2339/2017/170506",22
"GO:0036119","GO:0036119","response to platelet-derived growth factor","7/978","26/18614",0.000294944167822979,0.00303747634429102,0.00213254608433945,"80310/5962/5155/7525/2534/3065/8826",7
"GO:0046426","GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","7/978","26/18614",0.000294944167822979,0.00303747634429102,0.00213254608433945,"857/8835/9021/54741/10019/79893/5518",7
"GO:0072010","GO:0072010","glomerular epithelium development","7/978","26/18614",0.000294944167822979,0.00303747634429102,0.00213254608433945,"5175/947/5420/1910/182/3913/8826",7
"GO:0099563","GO:0099563","modification of synaptic structure","7/978","26/18614",0.000294944167822979,0.00303747634429102,0.00213254608433945,"11346/2043/388/387/10458/998/23191",7
"GO:0061041","GO:0061041","regulation of wound healing","18/978","137/18614",0.000301911524341891,0.00310332965343458,0.00217878026055578,"947/7056/928/857/1839/302/2149/5155/5327/10019/1398/3688/71/301/10979/6558/4780/948",18
"GO:0048144","GO:0048144","fibroblast proliferation","15/978","103/18614",0.000307760932317589,0.00315746395902345,0.00221678677923335,"358/857/80310/1499/2621/1026/5155/5371/3725/10933/55845/2950/2355/6277/4609",15
"GO:0032869","GO:0032869","cellular response to insulin stimulus","24/978","211/18614",0.000312053820064515,0.00319545471321262,0.00224345926155227,"3643/9021/2887/5872/2771/23371/5286/5595/3625/8503/858/10458/4690/5166/6654/677/9564/6464/23191/4641/64710/8837/6844/6430",24
"GO:0050727","GO:0050727","regulation of inflammatory response","39/978","414/18614",0.000313154773388334,0.00320067812725397,0.00224712650695541,"8692/351/10203/1003/3133/1776/9021/10769/9314/4345/3572/5138/7010/1910/7538/1636/975/4258/283131/6376/2167/7132/2113/7525/11343/2534/4792/7114/301/114769/27086/2828/837/2950/3949/2896/331/64332/23476",39
"GO:0003231","GO:0003231","cardiac ventricle development","17/978","126/18614",0.000320346767312509,0.00326801965825209,0.00229440553137099,"2022/2280/7048/54567/57493/5138/7798/659/4208/187/23462/7049/4851/182/3280/60485/7040",17
"GO:0003197","GO:0003197","endocardial cushion development","10/978","52/18614",0.000322765789315367,0.0032865080464687,0.00230738582666486,"2022/7048/6615/94/659/187/4487/23462/4851/182",10
"GO:0010463","GO:0010463","mesenchymal cell proliferation","9/978","43/18614",0.000329230116959051,0.00332737484580369,0.00233607751773437,"7048/3791/4781/6935/1499/4000/4487/9678/4609",9
"GO:0016601","GO:0016601","Rac protein signal transduction","9/978","43/18614",0.000329230116959051,0.00332737484580369,0.00233607751773437,"1012/10163/9844/10787/1398/55845/23191/5879/3845",9
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","9/978","43/18614",0.000329230116959051,0.00332737484580369,0.00233607751773437,"2022/857/80310/801/1636/5155/9344/1654/3725",9
"GO:0034504","GO:0034504","protein localization to nucleus","31/978","304/18614",0.000329236277893812,0.00332737484580369,0.00233607751773437,"8692/25937/51194/3728/10628/4000/4487/1026/6774/4851/7704/402/11142/1495/9349/7531/5371/754/2534/4792/10979/6135/7040/6672/23568/9531/3192/10210/948/10049/6500",31
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","16/978","115/18614",0.000334597590507668,0.00337526098283061,0.00236969733314555,"1948/3643/302/567/1601/10211/8301/6386/3092/1173/8650/23011/3190/5879/375/5898",16
"GO:0007565","GO:0007565","female pregnancy","22/978","187/18614",0.000341383973481992,0.00342458700805917,0.00240432806274939,"7048/7056/2697/4313/6781/3490/659/3726/2354/1636/2013/2353/3678/133/285/5066/397/824/54407/10916/6159/3488",22
"GO:0071772","GO:0071772","response to BMP","22/978","187/18614",0.000341383973481992,0.00342458700805917,0.00240432806274939,"2022/3791/1003/94/659/5595/4487/51232/1958/3625/7049/1655/4851/5654/3280/2200/11167/7323/7040/331/10984/23770",22
"GO:0071773","GO:0071773","cellular response to BMP stimulus","22/978","187/18614",0.000341383973481992,0.00342458700805917,0.00240432806274939,"2022/3791/1003/94/659/5595/4487/51232/1958/3625/7049/1655/4851/5654/3280/2200/11167/7323/7040/331/10984/23770",22
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","12/978","72/18614",0.000343446942199656,0.00343891328261651,0.00241438622855794,"10769/6615/4487/1026/4646/1655/5371/754/546/1263/6154/6672",12
"GO:0048012","GO:0048012","hepatocyte growth factor receptor signaling pathway","5/978","13/18614",0.000357920977827528,0.00357722866585188,0.00251149445113781,"11082/8829/9564/5879/3925",5
"GO:0033673","GO:0033673","negative regulation of kinase activity","26/978","239/18614",0.000362145642674444,0.00361278627323658,0.00253645867399974,"10252/8692/5787/25937/57493/857/9467/90007/54922/1026/2776/2167/1843/9647/11142/4616/10019/3301/10614/3315/5339/64853/2950/3192/79893/58533",26
"GO:0046209","GO:0046209","nitric oxide metabolic process","13/978","83/18614",0.000370923094987763,0.0036935485396116,0.00259316010485833,"947/3643/857/9314/10365/706/1727/1728/23564/5879/80777/948/3326",13
"GO:0070528","GO:0070528","protein kinase C signaling","8/978","35/18614",0.000373231860321069,0.00370292488527332,0.00259974303323698,"2324/9289/5155/958/10211/5583/9590/91663",8
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","8/978","35/18614",0.000373231860321069,0.00370292488527332,0.00259974303323698,"10266/3791/1003/7010/2624/2621/3383/4780",8
"GO:0001764","GO:0001764","neuron migration","21/978","176/18614",0.000381064669710245,0.00377372452617989,0.00264944992141464,"8828/8829/2624/4208/9289/6387/1499/2621/6376/89796/387/6774/9693/1398/2260/7531/54541/2534/7846/4929/5879",21
"GO:0070661","GO:0070661","leukocyte proliferation","34/978","348/18614",0.000385044595506737,0.00380617987930656,0.00267223611902774,"7048/3133/3572/4208/3726/1636/975/2013/5595/1499/1947/6376/1026/958/7293/4478/4860/3105/6194/3659/3146/3280/684/51293/977/2534/2615/6188/4690/301/6654/2950/57162/64332",34
"GO:0002347","GO:0002347","response to tumor cell","9/978","44/18614",0.000394828557409703,0.00388870235543339,0.00273017335487322,"8751/9314/10628/4851/3105/51225/3146/27303/7040",9
"GO:0042771","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","9/978","44/18614",0.000394828557409703,0.00388870235543339,0.00273017335487322,"1026/79073/3428/5371/54541/51246/6154/3190/10210",9
"GO:2001244","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","11/978","63/18614",0.000397233858050423,0.00390529184947212,0.00274182047786069,"857/4487/6188/4690/4170/10955/9774/6135/6154/51024/4609",11
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","13/978","84/18614",0.000418104911414146,0.00410303316146817,0.0028806503526684,"947/3643/857/9314/10365/706/1727/1728/23564/5879/80777/948/3326",13
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","15/978","106/18614",0.000422164720110785,0.00413272263315659,0.00290149468507423,"7122/3791/857/7010/8829/6281/9448/375790/64218/9647/10211/10979/22883/5879/3987",15
"GO:0044794","GO:0044794","positive regulation by host of viral process","6/978","20/18614",0.000424944896929706,0.00413272263315659,0.00290149468507423,"2040/1915/858/1072/64710/9218",6
"GO:0045056","GO:0045056","transcytosis","6/978","20/18614",0.000424944896929706,0.00413272263315659,0.00290149468507423,"338328/2217/8766/8301/5868/9230",6
"GO:0045953","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","6/978","20/18614",0.000424944896929706,0.00413272263315659,0.00290149468507423,"3133/3106/3105/1398/7040/3134",6
"GO:1902004","GO:1902004","positive regulation of amyloid-beta formation","6/978","20/18614",0.000424944896929706,0.00413272263315659,0.00290149468507423,"1942/2043/9619/8301/1454/3459",6
"GO:1902743","GO:1902743","regulation of lamellipodium organization","10/978","54/18614",0.000443956403276964,0.00429454325178386,0.00301510542224674,"6624/51225/10163/8874/10787/998/55845/23191/5879/10097",10
"GO:1904645","GO:1904645","response to amyloid-beta","10/978","54/18614",0.000443956403276964,0.00429454325178386,0.00301510542224674,"10268/351/2697/4313/2043/3383/2534/837/58533/948",10
"GO:0008361","GO:0008361","regulation of cell size","21/978","178/18614",0.000443962381576326,0.00429454325178386,0.00301510542224674,"358/5962/659/8829/56920/6387/10501/56262/4478/387/64218/23499/10000/3475/23191/23011/5879/6558/57142/2017/136319",21
"GO:0009895","GO:0009895","negative regulation of catabolic process","33/978","337/18614",0.000447593209858529,0.00432110266083862,0.00303375220574798,"7078/302/8531/7538/54922/6774/8724/9637/11345/2521/9349/65018/5371/54541/706/2534/7077/1982/6386/4170/1728/1153/6135/6125/65110/51322/3192/51035/7812/170506/10949/3326/3183",33
